ANO;MES;EMPRESA;ORIGEM;DESTINO;RETORNO;CLASSE IDA;CLASSE VOLTA;TARIFA;ASSENTOS
2022;6;AAL;SBGL;KJFK;9999;J;NA;1925,00;3
2022;6;AAL;SBGL;KJFK;SBGL;J;J;2151,00;2
2022;6;AAL;SBGL;KJFK;SBGL;J;J;2550,00;2
2022;6;AAL;SBGL;KJFK;SBGL;J;J;2640,00;1
2022;6;AAL;SBGL;KJFK;SBGL;J;J;3850,00;4
2022;6;AAL;SBGL;KJFK;SBGL;J;J;3900,00;10
2022;6;AAL;SBGL;KJFK;SBGL;J;J;3950,00;5
2022;6;AAL;SBGL;KJFK;SBGL;Y;Y;692,00;1
2022;6;AAL;SBGL;KJFK;SBGL;Y;Y;742,00;2
2022;6;AAL;SBGL;KJFK;SBGL;Y;Y;792,00;4
2022;6;AAL;SBGL;KJFK;SBGL;Y;Y;897,00;2
2022;6;AAL;SBGL;KJFK;SBGL;Y;Y;899,00;3
2022;6;AAL;SBGL;KJFK;SBGL;Y;Y;922,00;4
2022;6;AAL;SBGL;KJFK;SBGL;Y;Y;949,00;2
2022;6;AAL;SBGL;KJFK;SBGL;Y;Y;991,00;1
2022;6;AAL;SBGL;KJFK;SBGL;Y;Y;1026,00;4
2022;6;AAL;SBGL;KJFK;SBGL;Y;Y;1041,00;1
2022;6;AAL;SBGL;KJFK;SBGL;Y;Y;1794,00;3
2022;6;AAL;SBGL;KJFK;SBGL;Y;Y;1910,00;2
2022;6;AAL;SBGL;KJFK;SBGL;Y;Y;1920,00;1
2022;6;AAL;SBGL;KJFK;SBGR;J;J;4400,00;2
2022;6;AAL;SBGL;KMIA;9999;J;NA;1039,00;3
2022;6;AAL;SBGL;KMIA;9999;J;NA;1781,00;1
2022;6;AAL;SBGL;KMIA;9999;J;NA;1900,00;1
2022;6;AAL;SBGL;KMIA;9999;J;NA;1950,00;4
2022;6;AAL;SBGL;KMIA;9999;J;NA;2111,00;1
2022;6;AAL;SBGL;KMIA;9999;J;NA;2364,00;3
2022;6;AAL;SBGL;KMIA;9999;J;NA;2535,00;2
2022;6;AAL;SBGL;KMIA;9999;J;NA;2560,00;1
2022;6;AAL;SBGL;KMIA;9999;J;NA;3656,00;1
2022;6;AAL;SBGL;KMIA;9999;J;NA;8999,00;1
2022;6;AAL;SBGL;KMIA;9999;Y;NA;397,00;1
2022;6;AAL;SBGL;KMIA;9999;Y;NA;402,00;9
2022;6;AAL;SBGL;KMIA;9999;Y;NA;422,00;1
2022;6;AAL;SBGL;KMIA;9999;Y;NA;447,00;1
2022;6;AAL;SBGL;KMIA;9999;Y;NA;462,00;5
2022;6;AAL;SBGL;KMIA;9999;Y;NA;487,00;1
2022;6;AAL;SBGL;KMIA;9999;Y;NA;510,00;2
2022;6;AAL;SBGL;KMIA;9999;Y;NA;512,00;2
2022;6;AAL;SBGL;KMIA;9999;Y;NA;560,00;1
2022;6;AAL;SBGL;KMIA;9999;Y;NA;565,00;2
2022;6;AAL;SBGL;KMIA;9999;Y;NA;578,00;4
2022;6;AAL;SBGL;KMIA;9999;Y;NA;609,00;2
2022;6;AAL;SBGL;KMIA;9999;Y;NA;649,00;1
2022;6;AAL;SBGL;KMIA;9999;Y;NA;699,00;1
2022;6;AAL;SBGL;KMIA;9999;Y;NA;729,00;3
2022;6;AAL;SBGL;KMIA;9999;Y;NA;780,00;1
2022;6;AAL;SBGL;KMIA;9999;Y;NA;870,00;1
