ANO;MES;EMPRESA;ORIGEM;DESTINO;RETORNO;CLASSE IDA;CLASSE VOLTA;TARIFA;ASSENTOS
2022;3;AAL;SBGL;KJFK;9999;J;NA;855,00;1
2022;3;AAL;SBGL;KJFK;9999;Y;NA;509,00;3
2022;3;AAL;SBGL;KJFK;9999;Y;NA;560,00;1
2022;3;AAL;SBGL;KJFK;9999;Y;NA;565,00;2
2022;3;AAL;SBGL;KJFK;9999;Y;NA;841,00;2
2022;3;AAL;SBGL;KJFK;9999;Y;NA;917,00;1
2022;3;AAL;SBGL;KJFK;SBGL;J;J;1352,00;2
2022;3;AAL;SBGL;KJFK;SBGL;J;J;3600,00;12
2022;3;AAL;SBGL;KJFK;SBGL;J;J;4520,00;1
2022;3;AAL;SBGL;KJFK;SBGL;Y;Y;872,00;3
2022;3;AAL;SBGL;KJFK;SBGL;Y;Y;1008,00;1
2022;3;AAL;SBGL;KJFK;SBGL;Y;Y;1238,00;1
2022;3;AAL;SBGL;KJFK;SBGR;J;J;4870,00;1
2022;3;AAL;SBGL;KJFK;SBGR;J;J;5020,00;1
2022;3;AAL;SBGL;KMIA;9999;J;NA;627,00;3
2022;3;AAL;SBGL;KMIA;9999;J;NA;632,00;2
2022;3;AAL;SBGL;KMIA;9999;J;NA;904,00;1
2022;3;AAL;SBGL;KMIA;9999;J;NA;2014,00;1
2022;3;AAL;SBGL;KMIA;9999;J;NA;2185,00;1
2022;3;AAL;SBGL;KMIA;9999;J;NA;2802,00;3
2022;3;AAL;SBGL;KMIA;9999;Y;NA;297,00;2
2022;3;AAL;SBGL;KMIA;9999;Y;NA;327,00;3
2022;3;AAL;SBGL;KMIA;9999;Y;NA;352,00;1
2022;3;AAL;SBGL;KMIA;9999;Y;NA;362,00;3
2022;3;AAL;SBGL;KMIA;9999;Y;NA;387,00;8
2022;3;AAL;SBGL;KMIA;9999;Y;NA;392,00;7
2022;3;AAL;SBGL;KMIA;9999;Y;NA;410,00;2
2022;3;AAL;SBGL;KMIA;9999;Y;NA;435,00;1
2022;3;AAL;SBGL;KMIA;9999;Y;NA;460,00;1
2022;3;AAL;SBGL;KMIA;9999;Y;NA;527,00;1
2022;3;AAL;SBGL;KMIA;9999;Y;NA;557,00;2
2022;3;AAL;SBGL;KMIA;9999;Y;NA;582,00;2
2022;3;AAL;SBGL;KMIA;9999;Y;NA;609,00;1
2022;3;AAL;SBGL;KMIA;9999;Y;NA;639,00;1
2022;3;AAL;SBGL;KMIA;9999;Y;NA;641,00;2
2022;3;AAL;SBGL;KMIA;9999;Y;NA;664,00;1
2022;3;AAL;SBGL;KMIA;9999;Y;NA;914,00;1
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1254,00;4
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1289,00;2
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1314,00;5
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1339,00;2
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1362,00;6
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1365,00;1
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1399,00;2
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1419,00;5
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1434,00;2
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1479,00;3
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1482,00;1
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1520,00;2
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1561,00;7
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1562,00;1
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1585,00;1
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1611,00;1
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1616,00;2
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1634,00;1
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1641,00;4
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1657,00;6
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1699,00;3
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1712,00;2
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1722,00;1
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1737,00;1
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1808,00;3
2022;3;AAL;SBGL;KMIA;SBGL;J;J;1936,00;1
2022;3;AAL;SBGL;KMIA;SBGL;J;J;2026,00;1
2022;3;AAL;SBGL;KMIA;SBGL;J;J;2108,00;1
2022;3;AAL;SBGL;KMIA;SBGL;J;J;2112,00;1
2022;3;AAL;SBGL;KMIA;SBGL;J;J;2147,00;2
2022;3;AAL;SBGL;KMIA;SBGL;J;J;2362,00;2
2022;3;AAL;SBGL;KMIA;SBGL;J;J;2408,00;2
2022;3;AAL;SBGL;KMIA;SBGL;J;J;2704,00;2
2022;3;AAL;SBGL;KMIA;SBGL;J;J;3289,00;1
2022;3;AAL;SBGL;KMIA;SBGL;J;J;3506,00;1
2022;3;AAL;SBGL;KMIA;SBGL;J;J;3542,00;1
2022;3;AAL;SBGL;KMIA;SBGL;J;J;3554,00;2
2022;3;AAL;SBGL;KMIA;SBGL;J;J;3600,00;4
2022;3;AAL;SBGL;KMIA;SBGL;J;J;3706,00;1
2022;3;AAL;SBGL;KMIA;SBGL;J;J;3978,00;2
2022;3;AAL;SBGL;KMIA;SBGL;J;J;4300,00;4
2022;3;AAL;SBGL;KMIA;SBGL;J;J;4434,00;1
2022;3;AAL;SBGL;KMIA;SBGL;J;J;4589,00;2
