ANO;MES;EMPRESA;ORIGEM;DESTINO;RETORNO;CLASSE IDA;CLASSE VOLTA;TARIFA;ASSENTOS
2022;11;AAL;SBGL;KJFK;9999;J;NA;2170,00;1
2022;11;AAL;SBGL;KJFK;9999;J;NA;2270,00;2
2022;11;AAL;SBGL;KJFK;9999;J;NA;2774,00;1
2022;11;AAL;SBGL;KJFK;9999;J;NA;5205,00;1
2022;11;AAL;SBGL;KJFK;9999;Y;NA;1095,00;1
2022;11;AAL;SBGL;KJFK;9999;Y;NA;1195,00;1
2022;11;AAL;SBGL;KJFK;9999;Y;NA;1390,00;1
2022;11;AAL;SBGL;KJFK;9999;Y;NA;1530,00;1
2022;11;AAL;SBGL;KJFK;SBGL;J;J;1652,00;1
2022;11;AAL;SBGL;KJFK;SBGL;J;J;1972,00;1
2022;11;AAL;SBGL;KJFK;SBGL;J;J;1992,00;2
2022;11;AAL;SBGL;KJFK;SBGL;J;J;2250,00;1
2022;11;AAL;SBGL;KJFK;SBGL;J;J;2361,00;1
2022;11;AAL;SBGL;KJFK;SBGL;J;J;2406,00;3
2022;11;AAL;SBGL;KJFK;SBGL;J;J;2651,00;2
2022;11;AAL;SBGL;KJFK;SBGL;J;J;2731,00;2
2022;11;AAL;SBGL;KJFK;SBGL;J;J;2846,00;2
2022;11;AAL;SBGL;KJFK;SBGL;J;J;2990,00;1
2022;11;AAL;SBGL;KJFK;SBGL;J;J;3405,00;3
2022;11;AAL;SBGL;KJFK;SBGL;J;J;4340,00;4
2022;11;AAL;SBGL;KJFK;SBGL;J;J;4440,00;1
2022;11;AAL;SBGL;KJFK;SBGL;J;J;4540,00;1
2022;11;AAL;SBGL;KJFK;SBGL;J;J;4820,00;2
2022;11;AAL;SBGL;KJFK;SBGL;J;J;4840,00;7
2022;11;AAL;SBGL;KJFK;SBGL;J;J;4940,00;2
2022;11;AAL;SBGL;KJFK;SBGL;J;J;5340,00;2
2022;11;AAL;SBGL;KJFK;SBGL;J;J;5440,00;3
2022;11;AAL;SBGL;KJFK;SBGL;J;J;5944,00;1
2022;11;AAL;SBGL;KJFK;SBGL;J;J;6963,00;1
2022;11;AAL;SBGL;KJFK;SBGL;J;J;7762,00;1
2022;11;AAL;SBGL;KJFK;SBGL;J;J;7925,00;1
2022;11;AAL;SBGL;KJFK;SBGL;J;J;11660,00;1
2022;11;AAL;SBGL;KJFK;SBGL;J;Y;2450,00;1
2022;11;AAL;SBGL;KJFK;SBGL;J;Y;3605,00;1
2022;11;AAL;SBGL;KJFK;SBGL;Y;J;2239,00;1
2022;11;AAL;SBGL;KJFK;SBGL;Y;Y;1186,00;2
2022;11;AAL;SBGL;KJFK;SBGL;Y;Y;1276,00;1
2022;11;AAL;SBGL;KJFK;SBGL;Y;Y;1486,00;1
2022;11;AAL;SBGL;KJFK;SBGL;Y;Y;1640,00;1
2022;11;AAL;SBGL;KJFK;SBGL;Y;Y;1670,00;1
2022;11;AAL;SBGL;KJFK;SBGL;Y;Y;1890,00;2
2022;11;AAL;SBGL;KJFK;SBGL;Y;Y;1936,00;1
2022;11;AAL;SBGL;KJFK;SBGL;Y;Y;1955,00;1
2022;11;AAL;SBGL;KJFK;SBGL;Y;Y;1975,00;2
2022;11;AAL;SBGL;KJFK;SBGL;Y;Y;2025,00;2
2022;11;AAL;SBGL;KJFK;SBGL;Y;Y;2120,00;1
2022;11;AAL;SBGL;KJFK;SBGL;Y;Y;2250,00;1
2022;11;AAL;SBGL;KJFK;SBGL;Y;Y;2275,00;1
2022;11;AAL;SBGL;KJFK;SBGL;Y;Y;2675,00;3
2022;11;AAL;SBGL;KJFK;SBGL;Y;Y;2800,00;1
2022;11;AAL;SBGL;KJFK;SBGR;J;F;16840,00;1
2022;11;AAL;SBGL;KJFK;SBGR;J;J;4844,00;1
2022;11;AAL;SBGL;KMIA;9999;J;NA;1327,00;1
2022;11;AAL;SBGL;KMIA;9999;J;NA;2473,00;3
2022;11;AAL;SBGL;KMIA;9999;J;NA;2850,00;1
